0,3320
1,3320
2,3320
3,3320
4,3320
5,3320
6,3320
7,3320
8,3320
9,3320
10,3320
11,3320
12,3320
13,3320
14,3320
15,3320
16,3320
17,3320
18,3320
19,3320
20,3320
21,3320
22,3320
23,3320
24,3320
25,3320
26,3320
27,3320
28,3320
29,3360
30,3320
31,3320
32,3320
33,3320
34,3320
35,3320
36,3320
37,3320
38,3320
39,3320
40,3320
41,3320
42,3320
43,3320
44,3320
45,3320
46,3320
47,3320
48,3320
49,3320
50,3320
51,3320
52,3320
53,3320
54,3320
55,3320
56,3320
57,3320
58,3320
59,3320
60,3320
61,3320
62,3320
63,3320
64,3320
65,3320
66,3320
67,3320
68,3360
69,3320
70,3320
71,3320
72,3320
73,3320
74,3320
75,3360
76,3320
77,3360
78,3320
79,3320
80,3320
81,3320
82,3320
83,3320
84,3320
85,3320
86,3320
87,3320
88,3320
89,3320
90,3320
91,3320
92,3360
93,3320
94,3320
95,3320
96,3320
97,3320
98,3320
99,3320
,3320
101,3320
102,3320
103,3320
104,3320
105,3320
106,3320
107,3320
108,3320
109,3360
110,3320
111,3360
112,3320
113,3320
114,3320
115,3320
116,3320
117,3320
118,3360
119,3320
120,3320
121,3320
122,3320
123,3320
124,3320
125,3320
126,3320
127,3320
128,3320
129,3320
130,3320
131,3320
132,3320
133,3320
134,3320
135,3320
136,3360
137,3320
138,3320
139,3320
140,3320
141,3320
142,3320
143,3360
144,3320
145,3320
146,3360
147,3360
148,3320
149,3320
150,3360
151,3320
152,3320
153,3320
154,3360
155,3320
156,3360
157,3320
158,3320
159,3320
160,3320
161,3320
162,3320
163,3320
164,3320
165,3320
166,3320
167,3320
168,3320
169,3320
170,3320
171,3320
172,3320
173,3320
174,3320
175,3320
176,3320
177,3320
178,3360
179,3320
180,3320
181,3320
182,3320
183,3360
184,3320
185,3320
186,3320
187,3320
188,3320
189,3320
190,3320
191,3320
192,3320
193,3320
194,3320
195,3320
196,3320
197,3320
198,3360
199,3360
,3320
201,3360
202,3320
203,3320
204,3360
205,3360
206,3320
207,3320
208,3360
209,3320
210,3320
211,3320
212,3320
213,3360
214,3320
215,3320
216,3320
217,3360
218,3320
219,3320
220,3320
221,3320
222,3320
223,3320
224,3320
225,3360
226,3320
227,3320
228,3320
229,3360
230,40
231,80
232,40
233,80
234,40
235,80
236,80
237,80
238,80
239,80
240,80
241,80
242,80
243,80
244,80
245,80
246,80
247,80
248,40
249,80
250,80
251,40
252,80
253,40
254,80
255,80
256,80
257,80
258,80
259,80
260,80
261,80
262,80
263,40
264,80
265,80
266,80
267,80
268,80
269,40
270,80
271,80
272,80
273,80
274,80
275,80
276,80
277,80
278,40
279,80
280,40
281,40
282,80
283,80
284,80
285,80
286,80
287,80
288,80
289,80
290,80
291,80
292,40
293,40
294,40
295,80
296,80
297,80
298,80
299,40
,80
301,80
302,40
303,80
304,40
305,80
306,80
307,80
308,80
309,80
310,80
311,80
312,40
313,80
314,80
315,80
316,80
317,80
318,80
319,80
320,80
321,40
322,120
323,80
324,80
325,80
326,80
327,80
328,80
329,80
330,80
331,80
332,80
333,40
334,0
335,80
336,80
337,80
338,40
339,80
340,40
341,80
342,40
343,80
344,0
345,40
346,80
347,80
348,40
349,40
350,80
351,80
352,40
353,80
354,0
355,40
356,80
357,80
358,80
359,40
360,80
361,80
362,80
363,80
364,0
365,80
366,40
367,40
368,80
369,80
370,40
371,80
372,80
373,80
374,0
375,80
376,80
377,80
378,80
379,40
380,40
381,40
382,40
383,40
384,40
385,80
386,80
387,80
388,80
389,40
390,80
391,40
392,80
393,80
394,80
395,80
396,40
397,80
398,80
399,80
,80
401,80
402,80
403,80
404,120
405,80
406,40
407,40
408,80
409,40
410,80
411,80
412,80
413,80
414,40
415,80
416,40
417,80
418,80
419,0
420,80
421,80
422,80
423,80
424,40
425,80
426,40
427,40
428,80
429,80
430,40
431,80
432,80
433,80
434,80
435,40
436,40
437,40
438,80
439,40
440,80
441,80
442,40
443,80
444,80
445,40
446,40
447,80
448,80
449,40
450,80
451,40
452,40
453,80
454,40
455,80
456,40
457,80
458,40
459,80
460,80
461,40
462,80
463,40
464,40
465,80
466,80
467,80
468,80
469,80
470,80
471,40
472,80
473,80
474,40
475,40
476,80
477,40
478,40
479,40
480,880
481,3320
482,3320
483,3320
484,3320
485,3320
486,3320
487,3320
488,3320
489,3320
490,3320
491,3320
492,3320
493,3320
494,3320
495,3320
496,3320
497,3320
498,3320
499,3320
,3320
501,3320
502,3320
503,3320
504,3320
505,3320
506,3320
507,3320
508,3320
509,3320
510,3320
511,3320
512,3320
513,3320
514,3320
515,3320
516,3320
517,3320
518,3320
519,3320
520,3320
521,3320
522,3320
523,3320
524,3320
525,3320
526,3320
527,3320
528,3320
529,3320
530,3320
531,3320
532,3320
533,3320
534,3320
535,3320
536,3320
537,3320
538,3320
539,3320
540,3320
541,3320
542,3320
543,3320
544,3320
545,3320
546,3320
547,3280
548,3320
549,3320
550,3320
551,3320
552,3320
553,3320
554,3320
555,3320
556,3320
557,3320
558,3320
559,3320
560,3320
561,3320
562,3320
563,3320
564,3320
565,3320
566,3320
567,3320
568,3320
569,3320
570,3320
571,3320
572,3320
573,3320
574,3320
575,3320
576,3320
577,3320
578,3320
579,3320
580,3320
581,3320
582,3320
583,3320
584,3320
585,3320
586,3320
587,3320
588,3320
589,3320
590,3360
591,3320
592,3320
593,3360
594,3320
595,3320
596,3320
597,3320
598,3360
599,3320
,3320
601,3320
602,3320
603,3320
604,3320
605,3320
606,3320
607,3320
608,3320
609,3320
610,3360
611,3320
612,3320
613,3320
614,3360
615,3320
616,3320
617,3320
618,3320
619,3320
620,3320
621,3320
622,3320
623,3320
624,3360
625,3320
626,3320
627,3320
628,3320
629,3320
630,3320
631,3320
632,3320
633,3320
634,3360
635,3320
636,3320
637,3320
638,3360
639,3320
640,3320
641,3320
642,3320
643,3320
644,3320
645,3320
646,3360
647,3360
648,3360
649,3320
650,3320
651,3320
652,3360
653,3320
654,3320
655,3320
656,3320
657,3320
658,3320
659,3320
660,3320
661,3320
662,3360
663,3320
664,3320
665,3320
666,3320
667,3320
668,3320
669,3320
670,3320
671,3320
672,3320
673,3320
674,3320
675,3320
676,3320
677,3320
678,3320
679,3320
680,3360
681,3320
682,3360
683,3320
684,3320
685,3320
686,3320
687,3320
688,3320
689,3360
690,3360
691,3320
692,3360
693,3320
694,3320
695,3320
696,3360
697,3320
698,3320
699,3320
,3360
701,3360
702,3360
703,3320
704,3320
705,3320
706,3360
707,3320
708,3360
709,3320
710,3320
711,3320
712,3320
713,3320
714,3320
715,3320
716,3320
717,3320
718,3320
719,3320
720,3320
721,3320
722,3320
723,3320
724,3320
725,3320
726,3320
727,3320
728,40
729,80
730,40
731,80
732,80
733,80
734,80
735,80
736,80
737,80
738,80
739,80
740,80
741,80
742,80
743,80
744,80
745,80
746,80
747,80
748,80
749,80
750,80
751,80
752,80
753,80
754,80
755,80
756,80
757,80
758,80
759,80
760,40
761,40
762,80
763,80
764,80
765,80
766,80
767,80
768,80
769,80
770,80
771,80
772,40
773,80
774,80
775,80
776,80
777,40
778,80
779,80
780,80
781,80
782,80
783,80
784,80
785,40
786,80
787,80
788,80
789,40
790,40
791,80
792,80
793,80
794,80
795,80
796,80
797,40
798,80
799,80
,80
801,80
802,40
803,80
804,80
805,80
806,80
807,40
808,40
809,40
810,80
811,80
812,80
813,40
814,80
815,80
816,80
817,40
818,80
819,80
820,80
821,80
822,80
823,80
824,80
825,40
826,80
827,80
828,80
829,80
830,40
831,80
832,40
833,80
834,80
835,80
836,80
837,80
838,80
839,40
840,40
841,80
842,40
843,40
844,80
845,40
846,40
847,40
848,40
849,40
850,80
